4-30-2018-7:20:45109,501,8,0E8A0E9402B502D3
377900,7EB,8,0642030000010200
377915,7E3,8,0402040102000000
377931,7EB,8,0642040000010200
377974,7E3,8,0402050102000000
378007,7EB,8,0642070000010200
378022,123,2,ABCD
378038,7EB,8,0642090000010200
378060,7EB,8,06420A0000010200
378076,7E3,8,04020C0102000000
378093,7EB,8,06420C0000010200
378108,7E3,8,04020D0102000000
378124,7E3,8,04020E0102000000
378140,7E3,8,04020F0102000000
378156,490,3,900000
378172,7EB,8,0642100000010200
378188,7E3,8,0402110102000000
378210,501,8,0EA80E9C029E02A8
378226,7E3,8,0402120102000000
378242,7E3,8,0402130102000000
378258,490,3,900000
378274,7E3,8,0402140102000000
378290,7E3,8,0402150102000000
378305,6B1,8,00DC0010191900D7
378338,501,8,0EAA0E9C02AC02A2
378370,490,3,900000
378386,7E3,8,0402170102000000
378416,7E3,8,0402180102000000
378433,7E3,8,0402190102000000
378449,7EB,8,0642190000010200
378464,7E3,8,04021A0102000000
378481,600,1,01
378522,7E3,8,04021C0102000000
378539,7E3,8,02B0020000000000
378564,200,1,48
378590,7E3,8,3007000000000000
378607,7E3,8,02B0030000000000
378623,123,2,ABCD
378660,7E3,8,3007000000000000
378703,7E3,8,02B0040000000000
378730,7E3,8,02B0080000000000
378759,00,t,000t
378775,7E3,8,02B00B0000000000
378790,501,8,0EA80E95029C029A
378816,7EB,8,2100000000000000
378842,6B1,8,00DC0010191900D7
378869,103,9,00000t7EB821000
378884,7E3,8,0103000000000000
378900,7E3,8,0107000000000000
378916,501,8,0EA80E9702A402A0
378933,6B1,8,00DC0010191900D7
378948,490,3,900000
378964,7EB,8,0642000000010200
378981,600,1,01
379012,7E3,8,0402020102000000
379058,7E3,8,0402030102000000
379074,7E3,8,0402050102000000
379105,7EB,8,0642050000010200
379122,7EB,8,0642070000010200
379138,6B1,8,00DC0010191900D7
379170,7EB,8,0642080000010200
379186,7EB,8,06420A0000010200
379201,7EB,8,06420B0000010200
379218,123,2,ABCD
379234,7EB,8,06420C0000010200
379259,7E3,8,04020D0102000000
379275,7EB,8,06420E0000010200
379291,7E3,8,04020F0102000000
379324,7E3,8,0201010000000000
379371,6B1,8,00DC0010191900D7
379403,7E3,8,0402120102000000
379419,7E3,8,0402130102000000
379436,7EB,8,0642130000010200
379456,7E3,8,0402140102000000
379472,600,1,01
379489,7EB,8,0642150000010200
379504,7E3,8,0402160102000000
379520,501,8,0EA80E9C02A202AE
379537,7EB,8,0642170000010200
379562,200,1,48
379593,7E3,8,0402190102000000
379610,7E3,8,04021A0102000000
379673,7E3,8,04021B0102000000
379688,7E3,8,02B0020000000000
379716,7E3,8,3007000000000000
379732,7E3,8,02B0030000000000
379777,490,3,900000
379792,7E3,8,02B0040000000000
379823,7E3,8,3007000000000000
379840,7E3,8,02B0080000000000
379855,490,3,900000
379886,6B1,8,00DC0010191900D7
379903,7E3,8,02B00B0000000000
379919,7E3,8,3007000000000000
379955,7EB,8,2100000000000000
379986,6B1,8,00DC0010191900D7
380015,7E3,8,3007000000000000
380032,7E3,8,0103000000000000
380056,7EB,8,0243000000000000
380072,7E3,8,0107000000000000
380089,7EB,8,0247000000000000
380104,7E3,8,010A000000000000
380120,501,8,0EA30E9C02A4029E
380136,7E3,8,0402000102000000
380151,490,3,900000
380180,7E3,8,0402010102000000
380197,7E3,8,0402030102000000
380214,7E3,8,0402040102000000
380229,7E3,8,0402050102000000
380245,7EB,8,0642050000010200
380261,7E3,8,0402060102000000
380289,7E3,8,0402070102000000
380304,7E3,8,0201010000000000
380320,7EB,8,0341010000000000
380337,7E3,8,0402090102000000
380376,490,3,900000
380405,6B1,8,00DC0010191900D7
380420,123,2,ABCD
380436,7EB,8,06420D0000010200
380453,490,3,900000
380497,7E3,8,04020E0102000000
380512,7EB,8,0642100000010200
380528,7E3,8,0402110102000000
380556,200,1,48
380573,7EB,8,0642120000010200
380589,6B1,8,00DC0010191900D7
380604,7E3,8,0402130102000000
380620,123,2,ABCD
380637,7EB,8,0642140000010200
380652,490,3,900000
380668,7EB,8,0642150000010200
380715,7E3,8,0402160102000000
380731,7E3,8,0402170102000000
380748,490,3,900000
380763,7EB,8,0642180000010200
380779,7E3,8,0402190102000000
380811,7EB,8,0642190000010200
380826,501,8,0EA30E9C02A1029F
380855,7E3,8,04021B0102000000
380870,7E3,8,04021C0102000000
380903,7E3,8,04021D0102000000
380925,7E3,8,3007000000000000
380941,7E3,8,02B0030000000000
380957,501,8,0E9F0E9C02A4029E
380989,600,1,01
381004,7E3,8,02B0040000000000
381020,123,2,ABCD
381054,7E3,8,3007000000000000
381083,501,8,0EA20E98029702A0
381100,7E3,8,3007000000000000
381126,6B1,8,00DC0010191900D7
381155,7E3,8,02B00B0000000000
381176,7EB,8,2100000000000000
381192,501,8,0EAB0E9802A1029C
381207,7EB,8,102BF00600000000
381253,6B1,8,00DC0010191900D7
381269,7EB,8,0243000000000000
381284,7E3,8,0107000000000000
381301,7E3,8,0201010000000000
381332,501,8,0EA30EA402A702A2
381347,7EB,8,044A010A06000000
381364,7E3,8,0402000102000000
381380,7EB,8,0642000000010200
381395,7EB,8,0642010000010200
381411,123,2,ABCD
381440,6B1,8,00DC0010191900D7
381457,7E3,8,0402030102000000
381472,600,1,01
381488,7E3,8,0402040102000000
381505,7EB,8,0642040000010200
381520,7E3,8,0402050102000000
381559,6B1,8,00DC0010191900D7
381575,7EB,8,0642070000010200
381592,7E3,8,0402080102000000
381607,7E3,8,0402090102000000
381623,7E3,8,04020A0102000000
381666,6B1,8,00DC0010191900D7
381682,7E3,8,04020D0102000000
381715,7E3,8,04020E0102000000
381731,6B1,8,00DC0010191900D7
381746,490,3,900000
381762,7E3,8,0402100102000000
381778,7EB,8,0642100000010200
381793,001,0,20
381810,7EB,8,0642120000010200
381826,021,3,01020000
381855,6B1,8,00DC0010191900D7
381870,7E3,8,0402150102000000
381887,7E3,8,0402160102000000
381919,7E3,8,0402170102000000
381935,7E3,8,0402190102000000
381952,490,3,900000
381969,7EB,8,06421A0000010200
381985,7EB,8,06421B0000010200
382001,7E3,8,04021C0102000000
382016,123,2,ABCD
382033,7EB,8,06421D0000010200
382049,490,3,900000
382064,7E3,8,02B0020000000000
382087,7E3,8,3007000000000000
382102,7E3,8,02B0030000000000
382119,7E3,8,3007000000000000
382173,7EB,8,2100000000000000
382195,000,0,0
382211,123,2,ABCD
382253,7E3,8,3007000000000000
382268,7E3,8,02B00B0000000000
382284,7EB,8,102BF00B00000000
382315,7E3,8,3007000000000000
382330,7E3,8,0201010000000000
382346,7EB,8,0341010000000000
382363,6B1,8,00DC0010191900D7
382378,7EB,8,102BF00600000000
382394,501,8,0EC00E9702A5029B
382415,7EB,8,2100000000000000
382430,7E3,8,0103000000000000
382446,490,3,900000
382462,7EB,8,0247000000000000
382478,7E3,8,010A000000000000
382494,7E3,8,0402000102000000
382510,501,8,0EA30E9702A402A3
382525,7EB,8,0642010000010200
382550,7E3,8,0402020102000000
382566,7EB,8,0642030000010200
382592,7E3,8,0402040102000000
382607,7E3,8,0402060102000000
382624,7E3,8,0402070102000000
382640,7EB,8,0642070000010200
382655,7E3,8,0402080102000000
382672,6B1,8,00DC0010191900D7
382688,7E3,8,0402090102000000
382703,7E3,8,04020A0102000000
382720,7E3,8,04020B0102000000
382736,7EB,8,06420B0000010200
382752,501,8,0EA60E9C02A7029F
382767,7EB,8,06420C0000010200
382795,6B1,8,00DC0010191900D7
382812,7E3,8,04020F0102000000
382828,7E3,8,0402100102000000
382857,490,3,900000
382901,7EB,8,0642120000010200
382916,7E3,8,0402150102000000
382933,7EB,8,0642150000010200
382964,490,3,900000
382992,7E3,8,0402180102000000
383008,7EB,8,0642190000010200
383025,7E3,8,04021A0102000000
383050,7EB,8,06421A0000010200
383065,7EB,8,06421B0000010200
383081,7E3,8,04021C0102000000
383098,7EB,8,06421C0000010200
383118,7EB,8,06421D0000010200
383150,7E3,8,3007000000000000
383166,7E3,8,02B0030000000000
383188,7E3,8,3007000000000000
383204,123,2,ABCD
383221,7EB,8,102BF00400000000
383258,9C0,2,9F02A2
383275,7E3,8,02B0080000000000
383291,7EB,8,102BF00800000000
383316,7E3,8,3007000000000000
383332,7E3,8,0201010000000000
383363,490,3,900000
383380,7E3,8,3007000000000000
383411,7E3,8,04020F211F000000
383428,7EB,8,06420F0000214D00
383455,490,3,900000
383481,7EB,8,1007420F104122F0
383497,6B1,8,00DC0010191900D7
383513,7E3,8,05020F22F0190000
383529,7E3,8,3007000000000000
383551,200,1,48
383597,7E3,8,05020F22F00A0000
383613,123,2,ABCD
383628,7E3,8,05020F22F00B0000
383644,490,3,900000
383661,7E3,8,3007000000000000
383691,7E3,8,05020F22F00C0000
383715,7E3,8,05020F22F0270000
383731,7E3,8,3007000000000000
383748,490,3,900000
383763,7E3,8,05020F22F00D0000
383779,7E3,8,3007000000000000
383796,7EB,8,210D000000000000
383853,123,2,ABCD
383869,7EB,8,210E000000000000
383900,7E3,8,05020F22F00F0000
383928,7E3,8,05020F22F0100000
383956,490,3,900000
383971,600,1,01
383987,7E3,8,3007000000000000
384004,7E3,8,05020F22F0120000
384019,6B1,8,00DC0010191900D7
384077,200,1,48
384092,7E3,8,05020F22F01E0000
384147,7E3,8,05020F22F01F0000
384164,7EB,8,1007420F000022F0
384179,7E3,8,3007000000000000
384202,501,8,0EA90E9C02A602A1
384218,7E3,8,3007000000000000
384247,7E3,8,05020F22F04A0000
384263,7E3,8,3007000000000000
384279,200,1,48
384295,7E3,8,05020F22F04B0000
384328,7E3,8,3007000000000000
384348,6B1,8,00DC0010191900D7
384364,7E3,8,05020F22F02D0000
384395,7E3,8,05020F22F04E0000
384410,123,2,ABCD
384449,7E3,8,05020F22F04F0000
384465,600,1,01
384509,7EB,8,214F000000000000
384525,7EB,8,06420F0022F03100
384556,200,1,48
384573,7E3,8,05020F22F0560000
384604,7E3,8,3007000000000000
384620,7E3,8,05020F22F0530000
384635,490,3,900000
384657,7E3,8,3007000000000000
384682,501,8,0EAA0E9C02A4029E
384699,7E3,8,05020F22F0280000
384715,7E3,8,05020F22F0290000
384730,7EB,8,06420F1922F02900
384763,000,0,0
384778,7EB,8,06420F0622F02C00
384795,501,8,0EC00E9C02A502A0
384824,7E3,8,05020F22F0FC0000
384855,7E3,8,05020F22F0FF0000
384883,7E3,8,3007000000000000
384899,7E3,8,05020F22F0FE0000
384916,7EB,8,104C420F00191919
384949,7E3,8,3007000000000000
384964,6B1,8,00DC0010191900D7
384980,7EB,8,1007420F984322F0
384997,7E3,8,3007000000000000
385012,123,2,ABCD
385028,501,8,0EB00E9702A302A0
385044,7EB,8,1007420F9E4D22F0
385075,7E3,8,3007000000000000
385091,7EB,8,1007420F003022F0
385108,7E3,8,3007000000000000
385123,7E3,8,05020F22F03E0000
385162,7EB,8,1007420F001022F0
385178,7E3,8,05020F22F03F0000
385195,7E3,8,3007000000000000
385210,123,2,ABCD
385226,7E3,8,05020F22F0400000
385242,490,3,900000
385258,7E3,8,3007000000000000
385290,501,8,0EA50E9C02A102A2
385307,7E3,8,05020F22F0420000
385323,7E3,8,3007000000000000
385338,490,3,900000
385355,7E3,8,0201010000000000
385395,7E3,8,05020F22F0450000
385410,000,0,00
385427,7E3,8,05020F22F0540000
385457,490,3,900000
385490,7EB,8,1007420F014122F0
385516,7E3,8,05020F22F0340000
385545,7E3,8,3007000000000000
385561,7E3,8,05020F22F0350000
385578,7EB,8,1007420F975122F0
385593,7E3,8,3007000000000000
385609,7E3,8,05020F22F0360000
385626,501,8,0EAC0E9C02A2029F
385657,7E3,8,3007000000000000
385673,7E3,8,05020F22F0370000
385698,7E3,8,3007000000000000
385714,7EB,8,1007420F00F822F0
385729,7E3,8,3007000000000000
385745,210,3,900000
385762,7E3,8,05020F22F0390000
385777,7EB,8,1007420F012922F0
385793,6B1,8,00DC0010191900D7
385810,123,2,ABCD
385825,7E3,8,05020F22F03A0000
385841,490,3,900000
385873,7E3,8,3007000000000000
385889,7EB,8,1007420F4F3222F0
385905,7E3,8,3007000000000000
385920,7E3,8,05020F22F0510000
385937,7EB,8,1007420F213222F0
385953,7E3,8,3007000000000000
385992,7EB,8,2151000000000000
386009,191,9,00D7
386025,7EB,8,1007420F079122F0
386041,001,4,8t490
386057,7E3,8,3007000000000000
386073,7E3,8,05020F22F0480000
386145,7E3,8,3007000000000000
386161,7E3,8,05020F22F0550000
386176,7EB,8,1007420F000022F0
386193,7E3,8,3007000000000000
386209,7EB,8,2155000000000000
386247,501,8,0EA80E9C02A202A0
386262,7E3,8,05020F22F0260000
386278,7E3,8,3007000000000000
386295,7E3,8,05020F22F0210000
386310,6B1,8,00DC0010191900D7
386326,7E3,8,3007000000000000
386353,490,3,900000
386368,7EB,8,0341010000000000
386384,7E3,8,05020F22F0220000
386401,7E3,8,3007000000000000
386416,7EB,8,2122000000000000
386459,490,3,900000
386474,600,1,01
386498,7E3,8,3007000000000000
386548,7E3,8,05020F22F1020000
386565,7E3,8,05020F22F1030000
386596,7E3,8,3007000000000000
386613,7E3,8,05020F22F1040000
386628,6B1,8,00DC0010191900D7
386657,7E3,8,3007000000000000
386673,7E3,8,05020F22F1050000
386713,7E3,8,3007000000000000
386728,6B1,8,00DC0010191900D7
386744,7EB,8,101D420F9D289CE0
386760,7E3,8,3007000000000000
386778,9CA,4,9Ct7EB822
386794,7E3,8,05020F22F3010000
386810,123,2,ABCD
386843,501,8,0E9E0E9C02AB02A2
386859,7E3,8,05020F22F3020000
386875,7E3,8,3007000000000000
386901,7EB,8,219CE19CC29CAD9C
386917,7E3,8,05020F22F3030000
386961,490,3,900000
386978,7E3,8,05020F22F3040000
387007,7E3,8,3007000000000000
387023,7E3,8,05020F22F3050000
387043,200,1,48
387078,7E3,8,3007000000000000
387091,7E3,8,05020F22F2000000
387108,7EB,8,101D420F011B011D
387124,7E3,8,3007000000000000
387147,490,3,900000
387162,7E3,8,05020F22F2010000
387178,7EB,8,101D420F01220113
387209,7E3,8,3007000000000000
387225,7E3,8,05020F22F2020000
387254,490,3,900000
387270,7E3,8,05020F22F2030000
387287,200,1,48
387302,501,8,0EAA0E9C02A802A4
387324,7EB,8,2101240116010600
387340,490,3,900000
387355,7EB,8,0341010000000000
387371,7E3,8,05020F22F2040000
387398,7E3,8,3007000000000000
387413,7E3,8,05020F22F2050000
387441,501,8,0EAB0E9702A402A0
387469,7E3,8,0103000000000000
387493,7EB,8,0247000000000000
387509,7E3,8,0402000102000000
387525,7E3,8,0402010102000000
387540,490,3,900000
387570,7E3,8,0402020102000000
387585,7EB,8,0642030000010200
387601,7E3,8,0402040102000000
387617,7E3,8,0402050102000000
387632,490,3,900000
387649,7EB,8,0642060000010200
387674,501,8,0EA80E9C029F029F
387689,7E3,8,0402080102000000
387706,7E3,8,0402090102000000
387722,7E3,8,04020A0102000000
387754,A00,0,00
387770,6B1,8,00DC0010191900D7
387786,7EB,8,06420C0000010200
387801,7E3,8,04020D0102000000
387818,7E3,8,04020E0102000000
387834,7EB,8,06420E0000010200
387881,7E3,8,04020F0102000000
387897,7E3,8,0402110102000000
387912,7EB,8,0642110000010200
387945,7E3,8,0402120102000000
387960,7E3,8,0402130102000000
387976,6B1,8,00DC0010191900D7
387993,7E3,8,0402140102000000
388041,123,2,ABCD
388057,7E3,8,0402180102000000
388089,7EB,8,0642180000010200
388105,7E3,8,04021A0102000000
388121,7E3,8,04021B0102000000
388158,7EB,8,06421B0000010200
388174,7EB,8,06421D0000010200
388200,6B1,8,00DC0010191900D7
388215,7E3,8,3007000000000000
388243,490,3,900000
388258,7E3,8,02B0030000000000
388274,7EB,8,102BF00300000000
388291,6B1,8,00DC0010191900D7
388319,7EB,8,2100000000000000
388356,490,3,900000
388401,7E3,8,3007000000000000
388417,7EB,8,102BF00800000000
388433,490,3,900000
388452,7EB,8,2100000000000000
388469,600,1,01
388511,7E3,8,3007000000000000
388556,200,1,48
388572,7E3,8,0103000000000000
388602,7EB,8,0243000000000000
388652,7E3,8,010A000000000000
388667,7EB,8,0642020000010200
388714,7EB,8,0642030000010200
388730,7EB,8,0642050000010200
388745,501,8,0EA20E9702A5029D
388762,7E3,8,0402060102000000
388778,7E3,8,0402070102000000
388793,7E3,8,0402080102000000
388809,123,2,ABCD
388826,490,3,900000
388841,7EB,8,0642090000010200
388857,7E3,8,04020A0102000000
388874,7EB,8,06420A0000010200
388889,7E3,8,04020B0102000000
388922,7EB,8,06420B0000010200
388948,490,3,900000
388964,7E3,8,04020E0102000000
388981,7E3,8,04020F0102000000
388996,7EB,8,06420F0A06010200
389024,7E3,8,0402100102000000
389049,490,3,900000
389065,7EB,8,0642130000010200
389082,7E3,8,0402140102000000
389111,7E3,8,0402150102000000
389126,6B1,8,00DC0010191900D7
389142,7EB,8,0642160000010200
389159,7E3,8,0402170102000000
389174,7E3,8,0402180102000000
389206,7E3,8,0402190102000000
389241,501,8,0EA50E9C02A1029E
389256,7E3,8,04021D0102000000
389272,200,1,48
389288,7EB,8,102BF00200000000
389323,7E3,8,3007000000000000
389362,490,3,900000
389403,7E3,8,3007000000000000
389419,7E3,8,02B0040000000000
389459,7E3,8,3007000000000000
389474,7E3,8,02B0080000000000
389491,7EB,8,102BF00800000000
389507,7E3,8,3007000000000000
389545,7EB,8,2100000000000000
389601,7EB,8,102BF00B00000000
389617,7E3,8,02B0060000000000
389632,490,3,900000
389654,6B1,8,00DC0010191900D7
389670,7E3,8,0103000000000000
389685,7E3,8,0107000000000000
389702,501,8,0EB00E97029D02A0
389733,7EB,8,044A010A06000000
389756,7E3,8,0402000102000000
389771,7E3,8,0402010102000000
389786,7E3,8,0402020102000000
389803,7EB,8,0642020000010200
389838,7E3,8,0402030102000000
389854,6B1,8,00DC0010191900D7
389871,7EB,8,0642050000010200
389886,7E3,8,0402060102000000
389939,7E3,8,0402070102000000
389955,7EB,8,0642090000010200
389971,600,1,01
389987,7EB,8,06420A0000010200
390003,123,2,ABCD
390019,7E3,8,04020C0102000000
390035,490,3,900000
390051,6B1,8,00DC0010191900D7
390079,7EB,8,06420D0000010200
390094,7E3,8,04020F0102000000
390110,7E3,8,0402100102000000
390126,7EB,8,0642100000010200
390142,7E3,8,0402110102000000
390174,7EB,8,0642110000010200
390189,7E3,8,0402130102000000
390206,123,2,ABCD
390237,7E3,8,0402140102000000
390254,7EB,8,0642150000010200
390277,7E3,8,0402160102000000
390293,7EB,8,0642170000010200
390309,7E3,8,0402180102000000
390324,490,3,900000
390341,7EB,8,0642180000010200
390357,7E3,8,0201010000000000
390386,6B1,8,00DC0010191900D7
390402,123,2,ABCD
390419,501,8,0EA80E9802A50298
390434,490,3,900000
390467,7EB,8,06421B0000010200
390483,7EB,8,06421D0000010200
390498,7E3,8,02B0020000000000
390515,7EB,8,102BF00200000000
390549,200,1,48
390565,7E3,8,02B0030000000000
390607,6B1,8,00DC0010191900D7
390623,7E3,8,02B0040000000000
390640,7EB,8,102BF00400000000
390655,501,8,0EC40EA002A202A2
390679,7E3,8,3007000000000000
390695,7E3,8,02B0080000000000
390712,7EB,8,102BF00800000000
390740,7E3,8,3007000000000000
390756,7E3,8,02B00B0000000000
390772,7EB,8,102BF00B00000000
390807,6B1,8,00DC0010191900D7
390839,7E3,8,02B0060000000000
390855,7E3,8,3007000000000000
390879,7EB,8,2100000000000000
390908,6B1,8,00DC0010191900D7
390937,7E3,8,0107000000000000
390953,7EB,8,044A010A06000000
390969,7E3,8,0402000102000000
391000,7E3,8,0402010102000000
391016,7E3,8,0402020102000000
391032,490,3,900000
391064,7E3,8,0402030102000000
391096,7E3,8,0402040102000000
391112,7EB,8,0642040000010200
391128,490,3,900000
391147,7E3,8,0402050102000000
391162,7E3,8,0402070102000000
391179,7E3,8,0402080102000000
391195,7E3,8,0402090102000000
391240,7EB,8,0642090000010200
391257,501,8,0EAA0E9C02A4029A
391286,7E3,8,04020C0102000000
391316,7EB,8,06420E0000010200
391332,490,3,900000
391349,7EB,8,0642100000010200
391364,7EB,8,0341010000000000
391387,7E3,8,0402110102000000
391417,7EB,8,0642120000010200
391432,490,3,900000
391448,7E3,8,0402140102000000
391465,7EB,8,0642140000010200
391480,7EB,8,0642150000010200
391508,7E3,8,0402160102000000
391535,7E3,8,0402170102000000
391552,7E3,8,0402180102000000
391567,7E3,8,0402190102000000
391583,7EB,8,0642190000010200
391600,123,2,ABCD
391635,7EB,8,06421A0000010200
391651,7E3,8,04021C0102000000
391667,7EB,8,06421C0000010200
391683,7E3,8,04021D0102000000
391716,7E3,8,02B0020000000000
391758,490,3,900000
391774,200,1,48
391796,7E3,8,3007000000000000
391812,7E3,8,02B0080000000000
391841,6B1,8,00DC0010191900D7
391858,501,8,0EAA0E9C02A202A6
391874,7EB,8,102BF00B00000000
391905,7E3,8,3007000000000000
391920,7E3,8,02B0060000000000
391936,7EB,8,102BF00600000000
391965,7E3,8,3007000000000000
391995,501,8,0EA40EA402A402A2
392053,7EB,8,0247000000000000
392070,7E3,8,0402020102000000
392085,7E3,8,0402030102000000
392109,7E3,8,0402040102000000
392124,490,3,900000
392140,6B1,8,00DC0010191900D7
392157,7E3,8,0402070102000000
392172,7E3,8,0402080102000000
392188,7E3,8,0402090102000000
392205,123,2,ABCD
392250,501,8,0E9E0E9C02A7029E
392265,7EB,8,06420C0000010200
392282,7EB,8,06420D0000010200
392298,7EB,8,06420E0000010200
392355,7EB,8,06420F0A06010200
392370,7E3,8,0201010000000000
392403,7E3,8,0402120102000000
392441,7E3,8,0402130102000000
392456,7t,7,EB80642150000010
392485,7E3,8,0402160102000000
392500,7EB,8,0642180000010200
392516,7E3,8,0402190102000000
392535,490,3,900000
392567,7EB,8,06421B0000010200
392597,501,8,0E9F0E9C02A102A4
392637,7E3,8,3007000000000000
392654,6B1,8,00DC0010191900D7
392670,7EB,8,102BF00300000000
392698,7E3,8,3007000000000000
392714,7E3,8,02B0040000000000
392730,490,3,900000
392746,7E3,8,3007000000000000
392766,7EB,8,2100000000000000
392783,7E3,8,02B0080000000000
392824,123,2,ABCD
392841,7EB,8,102BF00B00000000
392857,6B1,8,00DC0010191900D7
392879,7E3,8,3007000000000000
392894,7E3,8,02B0060000000000
392910,7EB,8,102BF00600000000
392941,490,3,900000
392956,7E3,8,0103000000000000
392972,7EB,8,0243000000000000
392989,7E3,8,0107000000000000
393004,7E3,8,010A000000000000
393033,7EB,8,044A010A06000000
393077,EA8,0,E9
393139,7E3,8,0402030102000000
393154,7E3,8,0402050102000000
393187,501,8,0EA60E9C02A402A2
393202,123,2,ABCD
393231,7E3,8,0402080102000000
393247,7EB,8,0642090000010200
393263,7E3,8,04020A0102000000
393289,7E3,8,04020B0102000000
393321,7EB,8,06420C0000010200
393378,E38,0,40
393393,040,2,0F01
393410,501,8,0EB00EA002A2029F
393441,7EB,8,0642100000010200
393458,7E3,8,0402120102000000
393474,7E3,8,0402130102000000
393489,6B1,8,00DC0010191900D7
393505,7EB,8,0642140000010200
393532,200,1,48
393547,7E3,8,0402160102000000
393563,7EB,8,0642160000010200
393580,7E3,8,0402170102000000
393603,7E3,8,0402180102000000
393632,7E3,8,0402190102000000
393648,7EB,8,06421A0000010200
393663,7E3,8,04021B0102000000
393679,7E3,8,04021C0102000000
393706,7E3,8,04021D0102000000
393721,490,3,900000
393754,7EB,8,102BF00200000000
393769,200,1,48
393785,7EB,8,102BF00300000000
393816,123,2,ABCD
393832,7E3,8,02B0040000000000
393849,7E3,8,3007000000000000
393872,7EB,8,2100000000000000
393944,7E3,8,02B0080000000000
393959,7E3,8,3007000000000000
393982,7EB,8,2100000000000000
393998,123,2,ABCD
394043,6B1,8,00DC0010191900D7
394059,7E3,8,0103000000000000
394075,7EB,8,0243000000000000
394091,7E3,8,0107000000000000
394136,7E3,8,010A000000000000
394152,7EB,8,0642000000010200
394168,7EB,8,0642010000010200
394183,7EB,8,0642020000010200
394200,123,2,ABCD
394230,7EB,8,0642030000010200
394246,7EB,8,0642040000010200
394261,200,1,48
394292,7E3,8,0402050102000000
394345,7E3,8,0402070102000000
394361,7EB,8,0341010000000000
394376,501,8,0EA80E9C02A502A0
394393,7EB,8,0642090000010200
394409,7EB,8,06420A0000010200
394433,490,3,900000
394464,7EB,8,06420B0000010200
394481,7E3,8,04020C0102000000
394496,501,8,0EA80E9C02A702A3
394512,7E3,8,04020D0102000000
394554,490,3,900000
394569,7EB,8,0642100000010200
394585,7E3,8,0402110102000000
394602,7EB,8,0642110000010200
394641,501,8,0EA50E9702A7029D
394657,7E3,8,0402130102000000
394674,7E3,8,0402140102000000
394689,7E3,8,0402150102000000
394721,7E3,8,0402160102000000
394746,501,8,0EB00E9C02A3029E
394762,7EB,8,0642170000010200
394778,7E3,8,0402180102000000
394793,7EB,8,0642180000010200
394810,7E3,8,0402190102000000
394849,7EB,8,0642190000010200
394865,7E3,8,04021B0102000000
394880,7E3,8,04021C0102000000
394913,7E3,8,04021D0102000000
394929,7EB,8,06421D0000010200
394952,7E3,8,02B0020000000000
394981,7EB,8,2100000000000000
394998,123,2,ABCD
395030,200,1,48
395059,7E3,8,02B0040000000000
395079,7EB,8,2100000000000000
395108,501,8,0EA10E9C02A8029B
395138,490,3,900000
395153,6B1,8,00DC0010191900D7
395170,7EB,8,102BF00B00000000
395202,7E3,8,3007000000000000
395231,501,8,0EAA0E9602A2029D
395262,7E3,8,3007000000000000
395278,7E3,8,0103000000000000
395310,7E3,8,0107000000000000
395342,490,3,900000
395358,7EB,8,0341010000000000
395373,7E3,8,010A000000000000
395389,7EB,8,044A010A06000000
395406,7E3,8,0402000102000000
395422,490,3,900000
395437,7EB,8,0642000000010200
395465,501,8,0EA80E9C029D02A5
395481,7EB,8,0642020000010200
395498,7EB,8,0642030000010200
395529,200,1,48
395546,7E3,8,0402050102000000
395587,7EB,8,0642050000010200
395604,7E3,8,0402080102000000
395638,7E3,8,0402090102000000
395653,7E3,8,04020B0102000000
395681,7E3,8,04020C0102000000
395705,7E3,8,04020D0102000000
395720,490,3,900000
395736,7EB,8,06420F0A06010200
395752,7EB,8,0642100000010200
395768,7EB,8,0642110000010200
395784,6B1,8,00DC0010191900D7
395827,7E3,8,0402130102000000
395843,7E3,8,0402150102000000
395858,7E3,8,0402160102000000
395889,7E3,8,0402170102000000
395905,7EB,8,0642180000010200
395921,490,3,900000
395936,7EB,8,0642190000010200
395953,7E3,8,04021A0102000000
395969,7E3,8,04021B0102000000
395984,6B1,8,00DC0010191900D7
396001,7E3,8,04021C0102000000
396027,200,1,48
396042,7E3,8,02B0020000000000
396070,501,8,0EA00E9702A502A3
396127,7E3,8,02B0030000000000
396142,7EB,8,102BF00400000000
396166,7E3,8,3007000000000000
396183,7E3,8,02B0080000000000
396206,123,2,ABCD
396221,490,3,900000
396237,7EB,8,102BF00B00000000
396269,7E3,8,3007000000000000
396326,7E3,8,02B0060000000000
396355,7EB,8,0243000000000000
396386,7EB,8,044A010A06000000
396437,7E3,8,0201010000000000
396453,7E3,8,0402020102000000
396470,7E3,8,0402030102000000
396485,7E3,8,0402040102000000
396501,7EB,8,0642040000010200
396525,7E3,8,0402050102000000
396542,7E3,8,0402060102000000
396557,7E3,8,0402070102000000
396573,7E3,8,0402080102000000
396589,7E3,8,0402090102000000
396604,7EB,8,0642090000010200
396626,7E3,8,04020A0102000000
396642,7EB,8,06420B0000010200
396668,501,8,0EA80E9702A5029A
396683,7EB,8,06420D0000010200
396699,7E3,8,04020E0102000000
396737,7E3,8,04020F0102000000
396753,7EB,8,0642110000010200
396768,200,1,48
396785,7E3,8,0402120102000000
396801,7E3,8,0402130102000000
396825,7E3,8,0402140102000000
396840,7E3,8,0402150102000000
396857,7E3,8,0402160102000000
396873,7E3,8,0402170102000000
396901,7EB,8,0642170000010200
